,YEAR,QUARTER,AIRLINE NAME,WEEK,ORIGIN,DEST,DEP_TIME,AIR_TIME,FLIGHTS,DISTANCE
51793,2019,1,JAPAN AIRLINES,2,Alexandria,Dallas  ,614,48,1,285
51794,2019,1,KALITTA AIR,3,Alexandria,Dallas  ,602,50,1,285
51795,2019,1,KAM AIR,4,Alexandria,Dallas  ,601,52,1,285
51796,2019,1,KENYA AIRWAYS,5,Alexandria,Dallas  ,606,55,1,285
51797,2019,1,KLM AIRLINES,6,Alexandria,Dallas  ,610,51,1,285
51798,2019,1,KOREAN AIR,7,Alexandria,Dallas  ,603,55,1,285
51799,2019,1,KUWAIT AIRWAYS,1,Alexandria,Dallas  ,557,51,1,285
51800,2019,1,LUFTHANSA,2,Alexandria,Dallas  ,559,51,1,285
51801,2019,1,MAHAN AIR,3,Alexandria,Dallas  ,559,51,1,285
51802,2019,1,MALAYSIA AIRLINES,4,Alexandria,Dallas  ,558,53,1,285
51803,2019,1,MALINDO AIRWAYS,5,Alexandria,Dallas  ,600,53,1,285
51804,2019,1,MIHIN LANKA,6,Alexandria,Dallas  ,559,52,1,285
51805,2019,1,MYANMAR AIRLINES,7,Alexandria,Dallas  ,611,54,1,285
51806,2019,1,NEPAL AIRLINES CORPORATION,1,Alexandria,Dallas  ,606,50,1,285
51807,2019,1,OMAN AIR,2,Alexandria,Dallas  ,555,51,1,285
51808,2019,1,PAK INTERNATIONAL,3,Alexandria,Dallas  ,555,50,1,285
51809,2019,1,QATAR AIRWAYS,4,Alexandria,Dallas  ,555,52,1,285
51810,2019,1,REGENT AIRWAYS,5,Alexandria,Dallas  ,606,53,1,285
51811,2019,1,SAFI AIRWAYS,6,Alexandria,Dallas  ,600,54,1,285
51812,2019,1,SAUDIA,7,Alexandria,Dallas  ,559,50,1,285
51813,2019,1,SCAT AIRLINES,1,Alexandria,Dallas  ,601,63,1,285
51814,2019,1,SCOOT PTE LTD.,2,Alexandria,Dallas  ,556,51,1,285
51815,2019,1,SHANDONG AIRLINES,3,Alexandria,Dallas  ,604,50,1,285
51816,2019,1,SILK AIR,4,Alexandria,Dallas  ,559,59,1,285
51817,2019,1,SINGAPORE AIRLINES,5,Alexandria,Dallas  ,605,66,1,285
51818,2019,1,SRILNKAN AIRWAYS,6,Alexandria,Dallas  ,610,51,1,285
51819,2019,1,SWISS AIR,7,Alexandria,Dallas  ,602,52,1,285
51820,2019,1,TAJIK AIR,1,Alexandria,Dallas  ,601,52,1,285
51821,2019,1,THAI AIR ASIA,2,Alexandria,Dallas  ,556,54,1,285
51822,2019,1,THAI AIRWAYS,3,Alexandria,Dallas  ,556,51,1,285
51823,2019,1,THOMAS COOK AIRLINES U.K.,4,Alexandria,Dallas  ,619,57,1,285
129315,2019,1,TIGER AIRWAYS,2,Alexandria,Dallas  ,1640,54,1,285
129316,2019,1,TRANSAERO AIRLINES,3,Alexandria,Dallas  ,1722,53,1,285
129317,2019,1,TURKISH AIRLINES,4,Alexandria,Dallas  ,1652,51,1,285
129318,2019,1,TURKMENISTAN AIRLINES,5,Alexandria,Dallas  ,1656,51,1,285
129319,2019,1,UNITED AIRLINES,7,Alexandria,Dallas  ,1706,52,1,285
129320,2019,1,UNITED AIRLINES BANGLADESH LTD.,1,Alexandria,Dallas  ,1633,61,1,285
129321,2019,1,UNITED PARCEL SERVICES,2,Alexandria,Dallas  ,1624,53,1,285
129322,2019,1,UZBEKISTAN AIRWAYS,3,Alexandria,Dallas  ,1709,51,1,285
129323,2019,1,VIRGIN ATLANTIC AIRLINES,4,Alexandria,Dallas  ,1643,55,1,285
129324,2019,1,YEMENIA AIRWAYS,5,Alexandria,Dallas  ,1654,70,1,285
129325,2019,1,AIR INDIA,7,Alexandria,Dallas  ,1640,56,1,285
129326,2019,1,AIR INDIA EXPRESS,1,Alexandria,Dallas  ,1626,57,1,285
129327,2019,1,INDIGO,2,Alexandria,Dallas  ,1623,66,1,285
129328,2019,1,JET AIRWAYS,3,Alexandria,Dallas  ,1630,63,1,285
129329,2019,1,SPICEJET,4,Alexandria,Dallas  ,1632,52,1,285
129330,2019,1,AEROFLOT,5,Alexandria,Dallas  ,1626,57,1,285
129331,2019,1,AEROLOGIC,7,Alexandria,Dallas  ,1750,52,1,285
129332,2019,1,AIR ARABIA,1,Alexandria,Dallas  ,1630,62,1,285
129333,2019,1,AIR ASIA X,2,Alexandria,Dallas  ,1632,51,1,285
129334,2019,1,AIR ASIA BERHAD,3,Alexandria,Dallas  ,1634,50,1,285
129335,2019,1,AIR ASTANA,4,Alexandria,Dallas  ,1630,61,1,285
129336,2019,1,AIR AUSTRAL,5,Alexandria,Dallas  ,1632,60,1,285
129337,2019,1,AIR CANADA,7,Alexandria,Dallas  ,1631,52,1,285
129338,2019,1,AIR CHINA,1,Alexandria,Dallas  ,1646,53,1,285
129339,2019,1,AIR FRANCE,2,Alexandria,Dallas  ,1625,58,1,285
129340,2019,1,AIR MANAS,3,Alexandria,Dallas  ,1636,63,1,285
129341,2019,1,AIR MAURITIUS,4,Alexandria,Dallas  ,1638,58,1,285
549329,2019,1,AIR SEYCHELLES,3,Alexandria,Houston  ,716,48,1,190
549330,2019,1,ALL NIPPON AIRWAYS,4,Alexandria,Houston  ,719,39,1,190
549331,2019,1,ARIANA AFGHAN,5,Alexandria,Houston  ,714,40,1,190
549332,2019,1,ASIANA AIRLINES,6,Alexandria,Houston  ,726,36,1,190
549333,2019,1,AUSTRIAN AIRLINES,7,Alexandria,Houston  ,736,41,1,190
549334,2019,1,BANGKOK AIRWAYS,1,Alexandria,Houston  ,720,43,1,190
549335,2019,1,BHUTAN AIRLINES,2,Alexandria,Houston  ,1038,38,1,190
549336,2019,1,BIMAN BANGLADESH,3,Alexandria,Houston  ,718,47,1,190
549337,2019,1,BRITISH AIRWAYS,4,Alexandria,Houston  ,720,37,1,190
549338,2019,1,BUDDHA AIR,5,Alexandria,Houston  ,729,44,1,190
549339,2019,1,CARGOLUX AIRLINES INTERNATIONAL S.A.,6,Alexandria,Houston  ,720,42,1,190
549340,2019,1,CATHAY PACIFIC,7,Alexandria,Houston  ,720,46,1,190
549341,2019,1,CHINA AIRLINES LTD,1,Alexandria,Houston  ,722,64,1,190
549342,2019,1,CHINA EASTERN AIRLINES,2,Alexandria,Houston  ,721,35,1,190
549343,2019,1,CHINA SOUTHERN ,3,Alexandria,Houston  ,718,51,1,190
549344,2019,1,DRAGON AIR,4,Alexandria,Houston  ,720,45,1,190
1010,2019,1,DRUK AIR,3,Allentown,Atlanta ,554,108,1,692
1011,2019,1,EGYPT AIR,4,Allentown,Atlanta ,558,114,1,692
1012,2019,1,EL-AL-ISRAEL,5,Allentown,Atlanta ,555,120,1,692
1608,2019,1,EMIRATES AIRLINE,3,Allentown,Atlanta ,1747,130,1,692
1609,2019,1,ETHIOPIAN AIRLINES,4,Allentown,Atlanta ,1752,105,1,692
1610,2019,1,ETIHAD AIRLINES,5,Allentown,Atlanta ,1744,118,1,692
5488,2019,1,EVA AIRWAYS,7,Allentown,Atlanta ,1811,94,1,692
5489,2019,1,FEDERAL EXPRESS,1,Allentown,Atlanta ,1832,103,1,692
5490,2019,1,FINN AIR,2,Allentown,Atlanta ,1745,111,1,692
5491,2019,1,FLY DUBAI,3,Allentown,Atlanta ,1751,96,1,692
5492,2019,1,GULF AIR,4,Allentown,Atlanta ,1748,96,1,692
5493,2019,1,IRAN AIR,5,Allentown,Atlanta ,1803,105,1,692
5494,2019,1,IRAQI AIRWAYS,7,Allentown,Atlanta ,1750,110,1,692
5495,2019,1,ISLAND AVIATION SERVICES,1,Allentown,Atlanta ,1745,102,1,692
5496,2019,1,JAPAN AIRLINES,2,Allentown,Atlanta ,1749,98,1,692
5497,2019,1,KALITTA AIR,3,Allentown,Atlanta ,1752,99,1,692
5498,2019,1,KAM AIR,4,Allentown,Atlanta ,1800,105,1,692
5499,2019,1,KENYA AIRWAYS,5,Allentown,Atlanta ,1745,104,1,692
5500,2019,1,KLM AIRLINES,1,Allentown,Atlanta ,1803,109,1,692
5501,2019,1,KOREAN AIR,2,Allentown,Atlanta ,1748,109,1,692
5502,2019,1,KUWAIT AIRWAYS,3,Allentown,Atlanta ,1748,126,1,692
5503,2019,1,LUFTHANSA,4,Allentown,Atlanta ,1746,118,1,692
5504,2019,1,MAHAN AIR,5,Allentown,Atlanta ,1744,126,1,692
5505,2019,1,MALAYSIA AIRLINES,7,Allentown,Atlanta ,1747,111,1,692
5506,2019,1,MALINDO AIRWAYS,1,Allentown,Atlanta ,1753,107,1,692
5507,2019,1,MIHIN LANKA,2,Allentown,Atlanta ,2140,107,1,692
5508,2019,1,MYANMAR AIRLINES,3,Allentown,Atlanta ,1802,116,1,692
5509,2019,1,NEPAL AIRLINES CORPORATION,4,Allentown,Atlanta ,1748,107,1,692
5765,2019,1,OMAN AIR,1,Allentown,Atlanta ,1302,105,1,692
5766,2019,1,PAK INTERNATIONAL,4,Allentown,Atlanta ,1314,96,1,692
5767,2019,1,QATAR AIRWAYS,5,Allentown,Atlanta ,1314,101,1,692
5768,2019,1,REGENT AIRWAYS,1,Allentown,Atlanta ,1303,102,1,692
5769,2019,1,SAFI AIRWAYS,4,Allentown,Atlanta ,1304,108,1,692
5770,2019,1,SAUDIA,5,Allentown,Atlanta ,1315,114,1,692
5771,2019,1,SCAT AIRLINES,1,Allentown,Atlanta ,1537,101,1,692
5772,2019,1,SCOOT PTE LTD.,4,Allentown,Atlanta ,1320,115,1,692
5773,2019,1,SHANDONG AIRLINES,5,Allentown,Atlanta ,1330,115,1,692
5774,2019,1,SILK AIR,1,Allentown,Atlanta ,1306,101,1,692
5775,2019,1,SINGAPORE AIRLINES,4,Allentown,Atlanta ,1305,111,1,692
277234,2019,1,SRILNKAN AIRWAYS,5,Allentown,Atlanta ,601,114,1,692
279575,2019,1,SWISS AIR,6,Allentown,Atlanta ,605,106,1,692
281347,2019,1,TAJIK AIR,7,Allentown,Atlanta ,552,115,1,692
556747,2019,1,THAI AIR ASIA,3,Birmingham  ,Houston  ,1401,93,1,562
556748,2019,1,THAI AIRWAYS,4,Birmingham  ,Houston  ,1415,100,1,562
556749,2019,1,THOMAS COOK AIRLINES U.K.,5,Birmingham  ,Houston  ,1417,83,1,562
556750,2019,1,TIGER AIRWAYS,7,Birmingham  ,Houston  ,1414,97,1,562
556751,2019,1,TRANSAERO AIRLINES,1,Birmingham  ,Houston  ,1411,99,1,562
556752,2019,1,TURKISH AIRLINES,3,Birmingham  ,Houston  ,1412,102,1,562
556753,2019,1,TURKMENISTAN AIRLINES,4,Birmingham  ,Houston  ,1408,101,1,562
556754,2019,1,UNITED AIRLINES,5,Birmingham  ,Houston  ,1409,87,1,562
556755,2019,1,UNITED AIRLINES BANGLADESH LTD.,7,Birmingham  ,Houston  ,1418,91,1,562
556756,2019,1,UNITED PARCEL SERVICES,1,Birmingham  ,Houston  ,1412,98,1,562
556757,2019,1,UZBEKISTAN AIRWAYS,3,Birmingham  ,Houston  ,1407,88,1,562
556758,2019,1,VIRGIN ATLANTIC AIRLINES,4,Birmingham  ,Houston  ,1407,90,1,562
557360,2019,1,YEMENIA AIRWAYS,1,Birmingham  ,Houston  ,621,95,1,562
557361,2019,1,AIR INDIA,2,Birmingham  ,Houston  ,621,96,1,562
557362,2019,1,AIR INDIA EXPRESS,4,Birmingham  ,Houston  ,628,104,1,562
557363,2019,1,INDIGO,5,Birmingham  ,Houston  ,625,114,1,562
557364,2019,1,JET AIRWAYS,6,Birmingham  ,Houston  ,632,89,1,562
557365,2019,1,SPICEJET,1,Birmingham  ,Houston  ,632,79,1,562
557366,2019,1,AEROFLOT,2,Birmingham  ,Houston  ,625,94,1,562
557377,2019,1,AEROLOGIC,4,Birmingham  ,Houston  ,626,101,1,562
59238,2019,1,AIR ARABIA,4,Birmingham  ,Las Vegas  ,1300,237,1,1618
62955,2019,1,AIR ASIA X,5,Birmingham  ,Las Vegas  ,1302,230,1,1618
65053,2019,1,AIR ASIA BERHAD,5,Birmingham  ,Las Vegas  ,1257,222,1,1618
68704,2019,1,AIR ASTANA,6,Birmingham  ,Las Vegas  ,1547,231,1,1618
136283,2019,1,AIR AUSTRAL,2,Birmingham  ,Las Vegas  ,918,220,1,1618
140161,2019,1,AIR CANADA,3,Birmingham  ,Las Vegas  ,1135,239,1,1618
147972,2019,1,AIR CHINA,7,Birmingham  ,Las Vegas  ,1045,205,1,1618
151377,2019,1,AIR FRANCE,1,Birmingham  ,Las Vegas  ,1311,210,1,1618
153841,2019,1,AIR MANAS,4,Birmingham  ,Las Vegas  ,1323,221,1,1618
157561,2019,1,AIR MAURITIUS,5,Birmingham  ,Las Vegas  ,1302,240,1,1618
158924,2019,1,AIR SEYCHELLES,1,Birmingham  ,Las Vegas  ,1442,227,1,1618
162639,2019,1,ALL NIPPON AIRWAYS,2,Birmingham  ,Las Vegas  ,1305,226,1,1618
164747,2019,1,ARIANA AFGHAN,2,Birmingham  ,Las Vegas  ,1301,232,1,1618
168455,2019,1,ASIANA AIRLINES,3,Birmingham  ,Las Vegas  ,1258,216,1,1618
171004,2019,1,AUSTRIAN AIRLINES,6,Birmingham  ,Las Vegas  ,1050,228,1,1618
176118,2019,1,BANGKOK AIRWAYS,3,Birmingham  ,Las Vegas  ,1300,233,1,1618
179828,2019,1,BHUTAN AIRLINES,4,Birmingham  ,Las Vegas  ,1303,225,1,1618
181809,2019,1,BIMAN BANGLADESH,4,Birmingham  ,Las Vegas  ,1305,224,1,1618
184791,2019,1,BRITISH AIRWAYS,4,Birmingham  ,Las Vegas  ,1305,258,1,1618
190544,2019,1,BUDDHA AIR,5,Birmingham  ,Las Vegas  ,1301,235,1,1618
51463,2019,1,CARGOLUX AIRLINES INTERNATIONAL S.A.,3,Birmingham  ,Miami  ,1815,93,1,661
51464,2019,1,CATHAY PACIFIC,4,Birmingham  ,Miami  ,1908,98,1,661
51465,2019,1,CHINA AIRLINES LTD,5,Birmingham  ,Miami  ,1818,97,1,661
51466,2019,1,CHINA EASTERN AIRLINES,6,Birmingham  ,Miami  ,1827,95,1,661
51467,2019,1,CHINA SOUTHERN ,7,Birmingham  ,Miami  ,1742,91,1,661
51468,2019,1,DRAGON AIR,1,Birmingham  ,Miami  ,2005,84,1,661
51469,2019,1,DRUK AIR,2,Birmingham  ,Miami  ,1735,88,1,661
51470,2019,1,EGYPT AIR,3,Birmingham  ,Miami  ,1743,85,1,661
51471,2019,1,EL-AL-ISRAEL,4,Birmingham  ,Miami  ,1928,87,1,661
51472,2019,1,EMIRATES AIRLINE,5,Birmingham  ,Miami  ,1738,90,1,661
51473,2019,1,ETHIOPIAN AIRLINES,6,Birmingham  ,Miami  ,1739,92,1,661
51474,2019,1,ETIHAD AIRLINES,7,Birmingham  ,Miami  ,1746,89,1,661
51475,2019,1,EVA AIRWAYS,1,Birmingham  ,Miami  ,1926,,1,661
51476,2019,1,FEDERAL EXPRESS,2,Birmingham  ,Miami  ,1739,104,1,661
51477,2019,1,FINN AIR,3,Birmingham  ,Miami  ,1746,96,1,661
51478,2019,1,FLY DUBAI,4,Birmingham  ,Miami  ,1819,120,1,661
51479,2019,1,GULF AIR,5,Birmingham  ,Miami  ,1741,101,1,661
51480,2019,1,IRAN AIR,6,Birmingham  ,Miami  ,1740,94,1,661
51481,2019,1,IRAQI AIRWAYS,7,Birmingham  ,Miami  ,1822,99,1,661
51482,2019,1,ISLAND AVIATION SERVICES,1,Birmingham  ,Miami  ,1817,86,1,661
51483,2019,1,JAPAN AIRLINES,2,Birmingham  ,Miami  ,1736,103,1,661
51484,2019,1,KALITTA AIR,3,Birmingham  ,Miami  ,,107,1,661
51485,2019,1,KAM AIR,4,Birmingham  ,Miami  ,1946,100,1,661
51486,2019,1,KENYA AIRWAYS,5,Birmingham  ,Miami  ,1756,130,1,661
51487,2019,1,KLM AIRLINES,6,Birmingham  ,Miami  ,1747,115,1,661
51488,2019,1,KOREAN AIR,7,Birmingham  ,Miami  ,1742,127,1,661
51489,2019,1,KUWAIT AIRWAYS,1,Birmingham  ,Miami  ,1745,129,1,661
51490,2019,1,LUFTHANSA,2,Birmingham  ,Miami  ,1746,108,1,661
51491,2019,1,MAHAN AIR,3,Birmingham  ,Miami  ,1745,119,1,661
51492,2019,1,MALAYSIA AIRLINES,4,Birmingham  ,Miami  ,1745,110,1,661
125366,2019,1,MALINDO AIRWAYS,4,Birmingham  ,Miami  ,632,105,1,661
125367,2019,1,MIHIN LANKA,5,Birmingham  ,Miami  ,624,109,1,661
125368,2019,1,MYANMAR AIRLINES,6,Birmingham  ,Miami  ,619,131,1,661
125369,2019,1,NEPAL AIRLINES CORPORATION,7,Birmingham  ,Miami  ,620,123,1,661
125370,2019,1,OMAN AIR,1,Birmingham  ,Miami  ,612,125,1,661
125371,2019,1,PAK INTERNATIONAL,2,Birmingham  ,Miami  ,614,111,1,661
125372,2019,1,QATAR AIRWAYS,3,Birmingham  ,Miami  ,618,126,1,661
125373,2019,1,REGENT AIRWAYS,4,Birmingham  ,Miami  ,617,112,1,661
125374,2019,1,SAFI AIRWAYS,5,Birmingham  ,Miami  ,611,113,1,661
125375,2019,1,SAUDIA,6,Birmingham  ,Miami  ,616,121,1,661
125376,2019,1,SCAT AIRLINES,7,Birmingham  ,Miami  ,621,117,1,661
125377,2019,1,SCOOT PTE LTD.,1,Birmingham  ,Miami  ,655,118,1,661
125378,2019,1,SHANDONG AIRLINES,2,Birmingham  ,Miami  ,613,65,1,661
125379,2019,1,SILK AIR,3,Birmingham  ,Miami  ,617,66,1,661
125380,2019,1,SINGAPORE AIRLINES,4,Birmingham  ,Miami  ,611,68,1,661
125381,2019,1,SRILNKAN AIRWAYS,5,Birmingham  ,Miami  ,620,70,1,661
125382,2019,1,SWISS AIR,6,Birmingham  ,Miami  ,620,71,1,661
125383,2019,1,TAJIK AIR,7,Birmingham  ,Miami  ,616,77,1,661
125384,2019,1,THAI AIR ASIA,1,Birmingham  ,Miami  ,615,80,1,661
125385,2019,1,THAI AIRWAYS,2,Birmingham  ,Miami  ,621,72,1,661
125386,2019,1,THOMAS COOK AIRLINES U.K.,3,Birmingham  ,Miami  ,615,73,1,661
125387,2019,1,TIGER AIRWAYS,4,Birmingham  ,Miami  ,613,69,1,661
125388,2019,1,TRANSAERO AIRLINES,5,Birmingham  ,Miami  ,618,75,1,661
125389,2019,1,TURKISH AIRLINES,6,Birmingham  ,Miami  ,612,64,1,661
125390,2019,1,TURKMENISTAN AIRLINES,7,Birmingham  ,Miami  ,611,67,1,661
125391,2019,1,UNITED AIRLINES,1,Birmingham  ,Miami  ,620,74,1,661
125392,2019,1,UNITED AIRLINES BANGLADESH LTD.,2,Birmingham  ,Miami  ,624,102,1,661
125393,2019,1,UNITED PARCEL SERVICES,3,Birmingham  ,Miami  ,612,116,1,661
125394,2019,1,UZBEKISTAN AIRWAYS,4,Birmingham  ,Miami  ,618,114,1,661
6544,2019,1,VIRGIN ATLANTIC AIRLINES,7,Birmingham  ,New York  ,1133,272,1,866
6545,2019,1,YEMENIA AIRWAYS,1,Birmingham  ,New York  ,1135,287,1,866
6546,2019,1,AIR INDIA,4,Birmingham  ,New York  ,1319,301,1,866
6547,2019,1,AIR INDIA EXPRESS,5,Birmingham  ,New York  ,1215,58,1,866
6548,2019,1,INDIGO,7,Birmingham  ,New York  ,1133,61,1,866
6549,2019,1,JET AIRWAYS,1,Birmingham  ,New York  ,1136,63,1,866
6550,2019,1,SPICEJET,4,Birmingham  ,New York  ,1136,81,1,866
6551,2019,1,AEROFLOT,5,Birmingham  ,New York  ,1348,62,1,866
6552,2019,1,AEROLOGIC,4,Birmingham  ,New York  ,1440,60,1,866
6553,2019,1,AIR ARABIA,5,Birmingham  ,New York  ,1251,56,1,866
213326,2019,1,AIR ASIA X,2,Boston  ,Orlando  ,1409,171,1,1121
213505,2019,1,AIR ASIA BERHAD,2,Boston  ,Orlando  ,1849,173,1,1121
213603,2019,1,AIR ASTANA,2,Boston  ,Orlando  ,2011,188,1,1121
213718,2019,1,AIR AUSTRAL,3,Boston  ,Orlando  ,522,195,1,1121
213801,2019,1,AIR CANADA,3,Boston  ,Orlando  ,823,190,1,1121
213885,2019,1,AIR CHINA,3,Boston  ,Orlando  ,1149,172,1,1121
214109,2019,1,AIR FRANCE,3,Boston  ,Orlando  ,1407,176,1,1121
214301,2019,1,AIR MANAS,2,Boston  ,Orlando  ,529,170,1,1121
214400,2019,1,AIR MAURITIUS,2,Boston  ,Orlando  ,835,165,1,1121
214488,2019,1,AIR SEYCHELLES,2,Boston  ,Orlando  ,1044,169,1,1121
214722,2019,1,ALL NIPPON AIRWAYS,2,Boston  ,Orlando  ,1424,,1,1121
214884,2019,1,ARIANA AFGHAN,2,Boston  ,Orlando  ,1459,166,1,1121
214935,2019,1,ASIANA AIRLINES,2,Boston  ,Orlando  ,758,171,1,1121
215010,2019,1,AUSTRIAN AIRLINES,2,Boston  ,Orlando  ,1949,168,1,1121
215079,2019,1,BANGKOK AIRWAYS,2,Boston  ,Orlando  ,934,164,1,1121
215150,2019,1,BHUTAN AIRLINES,3,Boston  ,Orlando  ,537,177,1,1121
215249,2019,1,BIMAN BANGLADESH,3,Boston  ,Orlando  ,816,167,1,1121
215334,2019,1,BRITISH AIRWAYS,3,Boston  ,Orlando  ,1048,175,1,1121
215568,2019,1,BUDDHA AIR,3,Boston  ,Orlando  ,1414,179,1,1121
215731,2019,1,CARGOLUX AIRLINES INTERNATIONAL S.A.,3,Boston  ,Orlando  ,1316,174,1,1121
215783,2019,1,CATHAY PACIFIC,3,Boston  ,Orlando  ,653,159,1,1121
215858,2019,1,CHINA AIRLINES LTD,3,Boston  ,Orlando  ,2152,152,1,1121
215927,2019,1,CHINA EASTERN AIRLINES,3,Boston  ,Orlando  ,935,158,1,1121
216000,2019,1,CHINA SOUTHERN ,4,Boston  ,Orlando  ,531,150,1,1121
216103,2019,1,DRAGON AIR,4,Boston  ,Orlando  ,819,153,1,1121
216200,2019,1,DRUK AIR,4,Boston  ,Orlando  ,1101,145,1,1121
216435,2019,1,EGYPT AIR,4,Boston  ,Orlando  ,1425,143,1,1121
216597,2019,1,EL-AL-ISRAEL,4,Boston  ,Orlando  ,1300,140,1,1121
216628,2019,1,EMIRATES AIRLINE,4,Boston  ,Orlando  ,2206,154,1,1121
216723,2019,1,ETHIOPIAN AIRLINES,4,Boston  ,Orlando  ,1939,144,1,1121
216788,2019,1,ETIHAD AIRLINES,4,Boston  ,Orlando  ,922,147,1,1121
216853,2019,1,EVA AIRWAYS,5,Boston  ,Orlando  ,527,151,1,1121
216953,2019,1,FEDERAL EXPRESS,5,Boston  ,Orlando  ,821,149,1,1121
217048,2019,1,FINN AIR,5,Boston  ,Orlando  ,1101,155,1,1121
217282,2019,1,FLY DUBAI,5,Boston  ,Orlando  ,1419,146,1,1121
217446,2019,1,GULF AIR,5,Boston  ,Orlando  ,1258,161,1,1121
217477,2019,1,IRAN AIR,5,Boston  ,Orlando  ,1857,157,1,1121
217575,2019,1,IRAQI AIRWAYS,5,Boston  ,Orlando  ,1937,194,1,1121
217640,2019,1,ISLAND AVIATION SERVICES,5,Boston  ,Orlando  ,939,193,1,1121
217700,2019,1,JAPAN AIRLINES,6,Boston  ,Orlando  ,530,182,1,1121
217790,2019,1,KALITTA AIR,6,Boston  ,Orlando  ,815,141,1,1121
217866,2019,1,KAM AIR,6,Boston  ,Orlando  ,1050,156,1,1121
218065,2019,1,KENYA AIRWAYS,6,Boston  ,Orlando  ,1417,160,1,1121
218211,2019,1,KLM AIRLINES,6,Boston  ,Orlando  ,1309,162,1,1121
218232,2019,1,KOREAN AIR,6,Boston  ,Orlando  ,1753,185,1,1121
218320,2019,1,KUWAIT AIRWAYS,6,Boston  ,Orlando  ,1939,186,1,1121
218436,2019,1,LUFTHANSA,7,Boston  ,Orlando  ,530,191,1,1121
218535,2019,1,MAHAN AIR,7,Boston  ,Orlando  ,816,148,1,1121
218622,2019,1,MALAYSIA AIRLINES,7,Boston  ,Orlando  ,1117,163,1,1121
218848,2019,1,MALINDO AIRWAYS,7,Boston  ,Orlando  ,1421,183,1,1121
219015,2019,1,MIHIN LANKA,7,Boston  ,Orlando  ,1307,181,1,1121
219045,2019,1,MYANMAR AIRLINES,7,Boston  ,Orlando  ,1737,202,1,1121
219141,2019,1,NEPAL AIRLINES CORPORATION,7,Boston  ,Orlando  ,1933,200,1,1121
219204,2019,1,OMAN AIR,7,Boston  ,Orlando  ,923,187,1,1121
219262,2019,1,PAK INTERNATIONAL,1,Boston  ,Orlando  ,532,198,1,1121
219360,2019,1,QATAR AIRWAYS,1,Boston  ,Orlando  ,821,178,1,1121
219452,2019,1,REGENT AIRWAYS,1,Boston  ,Orlando  ,1113,196,1,1121
219691,2019,1,SAFI AIRWAYS,1,Boston  ,Orlando  ,1414,134,1,1121
219857,2019,1,SAUDIA,1,Boston  ,Orlando  ,1517,199,1,1121
219888,2019,1,SCAT AIRLINES,1,Boston  ,Orlando  ,1741,184,1,1121
219991,2019,1,SCOOT PTE LTD.,1,Boston  ,Orlando  ,1940,139,1,1121
220056,2019,1,SHANDONG AIRLINES,1,Boston  ,Orlando  ,945,192,1,1121
220114,2019,1,SILK AIR,2,Boston  ,Orlando  ,529,62,1,1121
220194,2019,1,SINGAPORE AIRLINES,2,Boston  ,Orlando  ,851,72,1,1121
220275,2019,1,SRILNKAN AIRWAYS,2,Boston  ,Orlando  ,1148,67,1,1121
220493,2019,1,SWISS AIR,2,Boston  ,Orlando  ,1410,65,1,1121
220673,2019,1,TAJIK AIR,2,Boston  ,Orlando  ,1745,71,1,1121
220769,2019,1,THAI AIR ASIA,2,Boston  ,Orlando  ,2041,63,1,1121
220887,2019,1,THAI AIRWAYS,3,Boston  ,Orlando  ,532,70,1,1121
220967,2019,1,THOMAS COOK AIRLINES U.K.,3,Boston  ,Orlando  ,758,79,1,1121
221048,2019,1,TIGER AIRWAYS,3,Boston  ,Orlando  ,1145,55,1,1121
221268,2019,1,TRANSAERO AIRLINES,3,Boston  ,Orlando  ,1417,58,1,1121
221452,2019,1,TURKISH AIRLINES,3,Boston  ,Orlando  ,1748,66,1,1121
221549,2019,1,TURKMENISTAN AIRLINES,3,Boston  ,Orlando  ,2018,60,1,1121
221667,2019,1,UNITED AIRLINES,4,Boston  ,Orlando  ,552,59,1,1121
221758,2019,1,UNITED AIRLINES BANGLADESH LTD.,4,Boston  ,Orlando  ,916,69,1,1121
221841,2019,1,UNITED PARCEL SERVICES,4,Boston  ,Orlando  ,1146,64,1,1121
222064,2019,1,UZBEKISTAN AIRWAYS,3,Boston  ,Orlando  ,1752,61,1,1121
222161,2019,1,VIRGIN ATLANTIC AIRLINES,3,Boston  ,Orlando  ,2036,68,1,1121
222278,2019,1,YEMENIA AIRWAYS,4,Boston  ,Orlando  ,531,54,1,1121
222369,2019,1,AIR INDIA,4,Boston  ,Orlando  ,810,57,1,1121
222454,2019,1,AIR INDIA EXPRESS,4,Boston  ,Orlando  ,1157,75,1,1121
222685,2019,1,INDIGO,4,Boston  ,Orlando  ,1419,86,1,1121
222869,2019,1,JET AIRWAYS,4,Boston  ,Orlando  ,1826,77,1,1121
222966,2019,1,SPICEJET,4,Boston  ,Orlando  ,2104,76,1,1121
224309,2019,1,AEROFLOT,2,Boston  ,Orlando  ,1958,56,1,1121
224310,2019,1,AEROLOGIC,3,Boston  ,Orlando  ,1948,81,1,1121
224311,2019,1,AIR ARABIA,4,Boston  ,Orlando  ,1951,74,1,1121
224312,2019,1,AIR ASIA X,5,Boston  ,Orlando  ,2028,73,1,1121
224313,2019,1,AIR ASIA BERHAD,6,Boston  ,Orlando  ,1955,51,1,1121
224314,2019,1,AIR ASTANA,7,Boston  ,Orlando  ,2209,83,1,1121
